1000
0.700544325	-0.614063543
-0.260790471	0.591692143
0.998686559	-0.350307589
-0.089193057	-0.589735485
0.080272964	0.403517638
0.490418965	-0.677870636
-0.471944543	0.874539273
0.839127708	-0.884354264
-0.138417199	-0.137156691
0.695534811	-0.030296385
0.810977056	-0.430382002
-0.550127547	-0.201068651
0.411292396	-0.74310611
0.341223275	-0.645758779
0.95478925	0.914244486
-0.054219689	0.514906573
0.856460716	-0.977521398
-0.197440273	0.739818648
-0.233951667	-0.658249007
-0.0609535	-0.619825622
-0.604318599	0.298953971
0.648795542	-0.77702386
0.001534228	-0.291745709
-0.706294221	0.231918127
0.608181221	0.753123177
-0.280252024	0.403601138
-0.229202576	0.549747189
0.454419779	0.522204932
0.734836573	-0.16374758
-0.004292542	-0.433007503
0.236646785	-0.590794442
0.106117975	0.584580947
0.29765615	0.62464382
0.981273271	0.834681215
0.400622	0.71291705
0.179361129	0.775103593
0.334461542	0.236310028
-0.707546003	-0.357022243
-0.820056403	0.157607899
-0.38526518	-0.713613422
0.892781756	0.130334669
-0.932806606	-0.021121131
-0.256178154	0.902585202
0.666163567	0.418163329
-0.144540643	-0.769778974
-0.874274431	0.253680345
-0.35502075	0.099625654
-0.8920921	-0.329732531
0.217330852	0.242042305
-0.876507209	0.911164381
0.930194702	-0.140632592
-0.998391203	-0.462123226
0.054228825	0.753735778
-0.876475018	-0.305913899
0.786834784	0.858530495
-0.54084184	-0.727004065
0.11999475	0.14873257
-0.56721622	0.37030922
-0.417524847	-0.332659611
-0.369871049	-0.272615963
0.358549012	-0.284255924
-0.750943758	-0.295677658
-0.037667292	-0.302508213
-0.666546225	0.74296714
-0.265629417	-0.880427102
-0.740073763	0.207972101
0.071171166	-0.259544316
-0.367031712	-0.172130921
-0.772535646	-0.196516319
0.289861696	-0.507991587
-0.776584655	0.342385078
0.257758986	0.502275916
-0.053131975	-0.781999038
0.492010344	0.131932756
0.127149484	0.940231986
0.151081596	-0.979263435
-0.224859236	-0.64529753
